Crash Number,Date Time,Day of Week,Object 1,Object 2,Street Number,Street Name,Cross Street,LOCATION,Latitude,Longitude,Coordinates
32429,07/09/2014 07:43:00 PM,Wednesday,Auto,Bicycle,,KIRKLAND ST,MYRTLE AVE,"KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.3779678,-71.1078262,"(42.3779678, -71.1078262)"
32430,07/10/2014 11:45:00 PM,Thursday,Auto,Taxi,,Massachusetts Ave,DUNSTER ST,"Massachusetts Ave & DUNSTER ST Cambridge, MA",42.373333,-71.1185837,"(42.373333, -71.1185837)"
32431,07/21/2014 07:30:00 AM,Monday,Auto,Auto,,JFK St,Brattle St,"JFK St & Brattle St Cambridge, MA",42.3734665,-71.1193924,"(42.3734665, -71.1193924)"
32432,07/10/2014 08:48:00 PM,Thursday,Auto,Parked Vehicle,,Chestnut St,Acorn St,"Chestnut St & Acorn St Cambridge, MA",42.35709,-71.1095963,"(42.35709, -71.1095963)"
32433,07/13/2014 01:30:00 PM,Sunday,Auto,Parked Vehicle,20,Bristol St,,"20 Bristol St Cambridge, MA",42.3679314,-71.0915909,"(42.3679314, -71.0915909)"
32434,07/14/2014 02:30:00 PM,Monday,Auto,Parked Vehicle,362,Rindge Ave,,"362 Rindge Ave Cambridge, MA",42.3938904,-71.1384354,"(42.3938904, -71.1384354)"
32435,07/15/2014 07:25:00 PM,Tuesday,Auto,Auto,,Columbia St,Hampshire St,"Columbia St & Hampshire St Cambridge, MA",42.369915,-71.0961914,"(42.369915, -71.0961914)"
32436,07/15/2014 07:32:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,Russell St,"Massachusetts Ave & Russell St Cambridge, MA",42.391758,-71.1238861,"(42.391758, -71.1238861)"
32437,07/15/2014 11:14:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,JFK St,"Massachusetts Ave & JFK St Cambridge, MA",42.3734665,-71.1193924,"(42.3734665, -71.1193924)"
32438,07/16/2014 04:28:00 PM,Wednesday,Auto,Auto,,Landsdowne St,,"Landsdowne St Cambridge, MA",0,0,"(0, 0)"
32439,07/16/2014 10:28:00 PM,Wednesday,Auto,Pedestrian,,River St,MEMORIAL DR,"River St & MEMORIAL DR Cambridge, MA",42.3614616,-71.1159592,"(42.3614616, -71.1159592)"
32440,07/17/2014 08:47:00 PM,Thursday,Auto,Auto,,Massachusetts Ave,HANCOCK ST,"Massachusetts Ave & HANCOCK ST Cambridge, MA",42.3683777,-71.1087799,"(42.3683777, -71.1087799)"
32441,07/20/2014 12:44:00 AM,Sunday,Auto,Auto,,GARDEN ST,Concord Ave,"GARDEN ST & Concord Ave Cambridge, MA",42.3783264,-71.1237106,"(42.3783264, -71.1237106)"
32442,07/21/2014 10:12:00 AM,Monday,Auto,Auto,,Brattle St,Sparks St,"Brattle St & Sparks St Cambridge, MA",42.3778458,-71.1301651,"(42.3778458, -71.1301651)"
32443,07/21/2014 12:30:00 PM,Monday,Auto,Parked Vehicle,200,Banks St,,"200 Banks St Cambridge, MA",42.3661728,-71.1147537,"(42.3661728, -71.1147537)"
32445,07/22/2014 09:00:00 AM,Tuesday,Auto,Auto,,OXFORD AVE,EVERETT ST,"OXFORD AVE & EVERETT ST Cambridge, MA",42.3798218,-71.1165085,"(42.3798218, -71.1165085)"
32446,07/22/2014 11:15:00 AM,Tuesday,Auto,Auto,,Hampshire St,Portland St,"Hampshire St & Portland St Cambridge, MA",42.3662949,-71.0917816,"(42.3662949, -71.0917816)"
32447,07/16/2014 10:46:00 PM,Wednesday,Bicycle,Pedestrian,,Western Ave,MEMORIAL DR,"Western Ave & MEMORIAL DR Cambridge, MA",42.3643036,-71.1160736,"(42.3643036, -71.1160736)"
32448,07/22/2014 10:00:00 AM,Tuesday,Auto,Auto,,Washington Ave,Portland St,"Washington Ave & Portland St Cambridge, MA",42.363884,-71.0931549,"(42.363884, -71.0931549)"
32449,07/22/2014 02:45:00 PM,Tuesday,Auto,Auto,,Bishop Allen Dr,Norfolk St,"Bishop Allen Dr & Norfolk St Cambridge, MA",42.3652306,-71.1012878,"(42.3652306, -71.1012878)"
32450,07/22/2014 05:24:00 PM,Tuesday,Auto,Auto,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.3689651,-71.0803223,"(42.3689651, -71.0803223)"
32451,06/12/2014 04:46:00 PM,Thursday,Auto,Bicycle,,PROSPECT ST,HARVARD ST,"PROSPECT ST & HARVARD ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
32452,07/18/2014 01:46:00 PM,Friday,Auto,Auto,,PEARL ST,HAMILTON ST,"PEARL ST & HAMILTON ST Cambridge, MA",42.3595467,-71.1082306,"(42.3595467, -71.1082306)"
32453,07/22/2014 09:07:00 PM,Tuesday,Auto,Auto,30,Cambridgepark Dr,,"30 Cambridgepark Dr Cambridge, MA",42.394619,-71.1425171,"(42.394619, -71.1425171)"
32454,07/23/2014 12:05:00 PM,Wednesday,Auto,Truck,1692,Massachusetts Ave,,"1692 Massachusetts Ave Cambridge, MA",42.3828201,-71.1196213,"(42.3828201, -71.1196213)"
32455,07/24/2014 10:23:00 AM,Thursday,Auto,Auto,1715,Massachusetts Ave,,"1715 Massachusetts Ave Cambridge, MA",42.3836784,-71.1195221,"(42.3836784, -71.1195221)"
32456,07/24/2014 12:44:00 PM,Thursday,Auto,Auto,955,Massachusetts Ave,,"955 Massachusetts Ave Cambridge, MA",42.3689766,-71.1102219,"(42.3689766, -71.1102219)"
32457,07/23/2014 10:00:00 AM,Wednesday,Auto,Parked Vehicle,187,HARVARD ST,,"187 HARVARD ST Cambridge, MA",42.3667374,-71.0970764,"(42.3667374, -71.0970764)"
32458,07/21/2014 01:25:00 PM,Monday,Auto,Auto,23,Market St,,"23 Market St Cambridge, MA",42.3675766,-71.0950012,"(42.3675766, -71.0950012)"
32459,07/23/2014 02:40:00 PM,Wednesday,Auto,Parked Vehicle,,Cambridge St,LINE ST,"Cambridge St & LINE ST Cambridge, MA",42.3740273,-71.103096,"(42.3740273, -71.103096)"
32461,07/27/2014 02:47:00 PM,Wednesday,Auto,Parked Vehicle,51,ROSELAND ST,,"51 ROSELAND ST Cambridge, MA",42.3867035,-71.1171036,"(42.3867035, -71.1171036)"
32462,07/27/2014 11:40:00 AM,Wednesday,Auto,Bicycle,,Windsor St,MAIN ST,"Windsor St & MAIN ST Cambridge, MA",42.3632088,-71.0967026,"(42.3632088, -71.0967026)"
32463,07/26/2014 06:34:00 PM,Tuesday,Truck,Auto,70,Vassar St,,"70 Vassar St Cambridge, MA",42.3604279,-71.0943222,"(42.3604279, -71.0943222)"
32464,07/27/2014 05:03:00 PM,Sunday,Auto,Auto,43,Allston St,,"43 Allston St Cambridge, MA",42.3570175,-71.1053467,"(42.3570175, -71.1053467)"
32465,07/28/2014 09:30:00 AM,Monday,Auto,Fixed Object,,Broadway,QUINCY ST,"Broadway & QUINCY ST Cambridge, MA",42.3748322,-71.1144791,"(42.3748322, -71.1144791)"
32466,07/25/2014 05:45:00 PM,Friday,Auto,Auto,40,Clifton St,,"40 Clifton St Cambridge, MA",42.3946915,-71.136261,"(42.3946915, -71.136261)"
32467,07/27/2014 10:59:00 PM,Sunday,Auto,Parked Vehicle,,DUNSTER ST,MOUNT AUBURN ST,"DUNSTER ST & MOUNT AUBURN ST Cambridge, MA",42.3722534,-71.119339,"(42.3722534, -71.119339)"
32468,07/27/2014 04:22:00 PM,Sunday,Auto,Auto,,MOUNT AUBURN ST,Aberdeen Way,"MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.3752632,-71.1458282,"(42.3752632, -71.1458282)"
32469,07/28/2014 01:47:00 PM,Monday,Auto,Bicycle,,Putnam Ave,Magee St,"Putnam Ave & Magee St Cambridge, MA",42.366394,-71.1135559,"(42.366394, -71.1135559)"
32470,07/26/2014 08:29:00 PM,Saturday,Auto,Parked Vehicle,250,Alewife Brook Pky,,"250 Alewife Brook Pky Cambridge, MA",0,0,"(0, 0)"
32471,07/27/2014 10:59:00 PM,Wednesday,Auto,Auto,,DUNSTER ST,MOUNT AUBURN ST,"DUNSTER ST & MOUNT AUBURN ST Cambridge, MA",42.3722534,-71.119339,"(42.3722534, -71.119339)"
32472,07/29/2014 02:00:00 PM,Tuesday,Auto,Auto,119,Windsor St,,"119 Windsor St Cambridge, MA",42.3648338,-71.0962753,"(42.3648338, -71.0962753)"
32473,07/30/2014 11:20:00 AM,Saturday,Auto,Parked Vehicle,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.3903542,-71.1524734,"(42.3903542, -71.1524734)"
32474,07/31/2014 12:37:00 PM,Thursday,Truck,Fixed Object,,Brattle St,,"Brattle St Cambridge, MA",0,0,"(0, 0)"
32475,08/01/2014 08:40:00 PM,Friday,Auto,Parked Vehicle,1001,Cambridge St,,"1001 Cambridge St Cambridge, MA",42.3727531,-71.0933228,"(42.3727531, -71.0933228)"
32476,08/01/2014 11:00:00 AM,Sunday,Auto,Parked Vehicle,14,Camp St,FAIR OAKS ST,"14 Camp St Cambridge, MA",42.3984413,-71.1302872,"(42.3984413, -71.1302872)"
32477,08/01/2014 11:15:00 AM,Friday,Auto,Auto,,GARDEN ST,MASON ST,"GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.1221848,"(42.376564, -71.1221848)"
32478,08/01/2014 06:05:00 PM,Friday,Auto,Auto,,Binney St,Third St,"Binney St & Third St Cambridge, MA",42.3656769,-71.0824051,"(42.3656769, -71.0824051)"
32479,08/01/2014 08:45:00 AM,Friday,Auto,Auto,799,Concord Ave,,"799 Concord Ave Cambridge, MA",42.3907623,-71.1556931,"(42.3907623, -71.1556931)"
32480,08/02/2014 07:28:00 AM,Saturday,Auto,Auto,,River St,Franklin St,"River St & Franklin St Cambridge, MA",42.3648911,-71.1058044,"(42.3648911, -71.1058044)"
32481,08/02/2014 01:22:00 PM,Saturday,Auto,Auto,,Binney St,Third St,"Binney St & Third St Cambridge, MA",42.3656769,-71.0824051,"(42.3656769, -71.0824051)"
32482,08/02/2014 06:20:00 PM,Saturday,Taxi,Parked Vehicle,,GLADSTONE ST,,"GLADSTONE ST Cambridge, MA",0,0,"(0, 0)"
32483,08/02/2014 11:18:00 AM,Saturday,Auto,Auto,,Massachusetts Ave,LINNAEAN ST,"Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.3848724,-71.1193924,"(42.3848724, -71.1193924)"
32484,07/31/2014 03:10:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,Peabody St,"Massachusetts Ave & Peabody St Cambridge, MA",42.3740692,-71.1188354,"(42.3740692, -71.1188354)"
32485,07/23/2014 07:03:00 AM,Wednesday,Auto,Taxi,665,Massachusetts Ave,PEARL ST,"665 Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
32486,07/28/2014 03:15:00 PM,Monday,Auto,Auto,160,Alewife Brook Pky,Fresh Pond Ln,"160 Alewife Brook Pky Cambridge, MA",0,0,"(0, 0)"
32487,07/29/2014 02:35:00 AM,Tuesday,Auto,Auto,65,PEARL ST,,"65 PEARL ST Cambridge, MA",42.363224,-71.1042099,"(42.363224, -71.1042099)"
32488,07/29/2014 08:31:00 PM,Tuesday,Auto,Parked Vehicle,215,Alewife Brook Pky,,"215 Alewife Brook Pky Cambridge, MA",42.3893585,-71.1427536,"(42.3893585, -71.1427536)"
32489,07/30/2014 05:18:00 PM,Wednesday,Auto,Bicycle,222,Broadway,,"222 Broadway Cambridge, MA",42.3665237,-71.0939255,"(42.3665237, -71.0939255)"
32490,07/30/2014 08:18:00 PM,Wednesday,Auto,Auto,28 3,FIFTH ST,Cambridge St,"28 3 FIFTH ST Cambridge, MA",0,0,"(0, 0)"
32491,07/30/2014 09:27:00 PM,Wednesday,Auto,Auto,,FIRST ST,Otis St,"FIRST ST & Otis St Cambridge, MA",42.3699303,-71.077095,"(42.3699303, -71.077095)"
32492,07/31/2014 03:10:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,Peabody St,"Massachusetts Ave & Peabody St Cambridge, MA",42.3740692,-71.1188354,"(42.3740692, -71.1188354)"
32493,07/31/2014 07:40:00 AM,Thursday,Auto,Taxi,,PEARL ST,Chestnut St,"PEARL ST & Chestnut St Cambridge, MA",42.3575325,-71.1103745,"(42.3575325, -71.1103745)"
32494,07/31/2014 08:45:00 AM,Thursday,Auto,Bicycle,,Binney St,FIFTH ST,"Binney St & FIFTH ST Cambridge, MA",42.3659401,-71.0844345,"(42.3659401, -71.0844345)"
32495,07/31/2014 04:28:00 PM,Thursday,Auto,Auto,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.3573494,-71.1151352,"(42.3573494, -71.1151352)"
32496,07/31/2014 05:23:00 PM,Thursday,Auto,Fixed Object,1033,Massachusetts Ave,,"1033 Massachusetts Ave Cambridge, MA",42.3695755,-71.1118851,"(42.3695755, -71.1118851)"
32497,07/31/2014 09:02:00 PM,Thursday,Auto,Auto,,PROSPECT ST,Hampshire St,"PROSPECT ST & Hampshire St Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)"
32498,07/31/2014 10:36:00 PM,Thursday,Auto,Bicycle,,PEARL ST,Franklin St,"PEARL ST & Franklin St Cambridge, MA",42.3636513,-71.1037369,"(42.3636513, -71.1037369)"
32500,08/02/2014 04:23:00 PM,Saturday,Auto,Parked Vehicle,120,PLEASANT PL,Allston Ct,"120 PLEASANT PL Cambridge, MA",42.3610229,-71.1117554,"(42.3610229, -71.1117554)"
32501,08/02/2014 07:17:00 PM,Saturday,Auto,Parked Vehicle,195,Concord Ave,,"195 Concord Ave Cambridge, MA",42.3823586,-71.1309204,"(42.3823586, -71.1309204)"
32502,08/03/2014 07:43:00 PM,Sunday,Taxi,Bicycle,,Bishop Allen Dr,PROSPECT ST,"Bishop Allen Dr & PROSPECT ST Cambridge, MA",42.3663445,-71.103157,"(42.3663445, -71.103157)"
32503,08/04/2014 08:30:00 AM,Monday,Auto,Auto,,Cambridge St,Dana St,"Cambridge St & Dana St Cambridge, MA",42.374527,-71.1070328,"(42.374527, -71.1070328)"
32504,08/05/2014 11:39:00 AM,Tuesday,Auto,Parked Vehicle,,HIGHLAND AVE,Greenough Ave,"HIGHLAND AVE & Greenough Ave Cambridge, MA",42.37323,-71.1055374,"(42.37323, -71.1055374)"
32505,08/05/2014 12:05:00 PM,Tuesday,Auto,Parked Vehicle,100,Cambridge Pky,,"100 Cambridge Pky Cambridge, MA",42.3629684,-71.0781097,"(42.3629684, -71.0781097)"
32506,08/06/2014 10:28:00 AM,Wednesday,Auto,Bicycle,,Hampshire St,Tremont St,"Hampshire St & Tremont St Cambridge, MA",42.3715019,-71.0981216,"(42.3715019, -71.0981216)"
32507,08/06/2014 12:20:00 PM,Wednesday,Auto,Auto,345,Vassar St,,"345 Vassar St Cambridge, MA",42.3540001,-71.1071014,"(42.3540001, -71.1071014)"
32508,08/06/2014 01:20:00 PM,Wednesday,Auto,Parked Vehicle,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,"(42.3670807, -71.0765686)"
32509,08/06/2014 05:19:00 PM,Wednesday,Auto,Auto,373,Western Ave,,"373 Western Ave Cambridge, MA",42.3644104,-71.1147385,"(42.3644104, -71.1147385)"
32510,08/06/2014 07:35:00 PM,Wednesday,Auto,Auto,,Cambridge St,East St,"Cambridge St & East St Cambridge, MA",0,0,"(0, 0)"
32511,08/07/2014 09:03:00 AM,Thursday,Auto,Bicycle,,Ames St,MAIN ST,"Ames St & MAIN ST Cambridge, MA",42.3625793,-71.0881653,"(42.3625793, -71.0881653)"
32512,08/05/2014 07:51:00 PM,Tuesday,Auto,Auto,250,Massachusetts Ave,,"250 Massachusetts Ave Cambridge, MA",42.3615685,-71.0972519,"(42.3615685, -71.0972519)"
32513,08/10/2014 08:56:00 PM,Sunday,Auto,Pedestrian,,ELM ST,Cambridge St,"ELM ST & Cambridge St Cambridge, MA",42.3730164,-71.0953445,"(42.3730164, -71.0953445)"
32514,08/10/2014 04:02:00 PM,Sunday,Auto,Auto,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,"(42.3670807, -71.0765686)"
32515,08/04/2014 11:23:00 AM,Monday,Auto,Auto,,River St,MEMORIAL DR,"River St & MEMORIAL DR Cambridge, MA",42.3614616,-71.1159592,"(42.3614616, -71.1159592)"
32516,08/04/2014 11:00:00 AM,Monday,Taxi,Auto,,Broadway,Clark St,"Broadway & Clark St Cambridge, MA",42.3666496,-71.0942459,"(42.3666496, -71.0942459)"
32517,08/05/2014 06:33:00 PM,Tuesday,Auto,Auto,,Galileo Galilei Way,Broadway,"Galileo Galilei Way & Broadway Cambridge, MA",0,0,"(0, 0)"
32518,08/05/2014 06:51:00 PM,Tuesday,Auto,Auto,,HARVARD ST,Ware St,"HARVARD ST & Ware St Cambridge, MA",42.3718414,-71.1134338,"(42.3718414, -71.1134338)"
32519,08/06/2014 05:19:00 PM,Wednesday,Auto,Auto,373,Western Ave,,"373 Western Ave Cambridge, MA",42.3644104,-71.1147385,"(42.3644104, -71.1147385)"
32520,08/07/2014 08:09:00 AM,Thursday,Auto,Auto,125,Sixth St,Rogers St,"125 Sixth St Cambridge, MA",42.3672142,-71.0858231,"(42.3672142, -71.0858231)"
32521,08/07/2014 12:40:00 PM,Thursday,Auto,Fixed Object,5,LINE ST,KIRKLAND ST,"5 LINE ST Cambridge, MA",42.3780479,-71.1072311,"(42.3780479, -71.1072311)"
32522,08/07/2014 04:10:00 PM,Thursday,Auto,Auto,,Broadway,ELLERY PL,"Broadway & ELLERY PL Cambridge, MA",42.3727531,-71.109726,"(42.3727531, -71.109726)"
32523,08/07/2014 01:02:00 PM,Thursday,Auto,Taxi,,Brattle St,HAWTHORNE ST,"Brattle St & HAWTHORNE ST Cambridge, MA",42.3762321,-71.1256485,"(42.3762321, -71.1256485)"
32524,08/08/2014 04:01:00 PM,Friday,Auto,Auto,679,Concord Ave,SMITH PL,"679 Concord Ave Cambridge, MA",42.3901024,-71.1505814,"(42.3901024, -71.1505814)"
32525,08/08/2014 06:33:00 PM,Friday,Auto,Motorcycle,1953,Massachusetts Ave,Porter Sq,"1953 Massachusetts Ave Cambridge, MA",42.3897934,-71.1204147,"(42.3897934, -71.1204147)"
32526,08/09/2014 03:17:00 AM,Saturday,Auto,Parked Vehicle,,Bishop Allen Dr,,"Bishop Allen Dr Cambridge, MA",0,0,"(0, 0)"
32527,08/11/2014 12:15:00 PM,Monday,Auto,Auto,235,Alewife Brook Pky,,"235 Alewife Brook Pky Cambridge, MA",42.3884926,-71.1433945,"(42.3884926, -71.1433945)"
32528,08/01/2014 05:09:00 PM,Monday,Auto,Auto,,Third St,Binney St,"Third St & Binney St Cambridge, MA",42.3656769,-71.0824051,"(42.3656769, -71.0824051)"
32529,08/12/2014 05:28:00 PM,Tuesday,Auto,Bicycle,,Hampshire St,Cambridge St,"Hampshire St & Cambridge St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)"
32530,08/12/2014 07:45:00 PM,Tuesday,Auto,Bicycle,349,Columbia St,,"349 Columbia St Cambridge, MA",42.3716431,-71.0952072,"(42.3716431, -71.0952072)"
32531,08/08/2014 05:12:00 PM,Friday,Taxi,Auto,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,"(42.3670807, -71.0765686)"
32532,08/12/2014 10:45:00 AM,Tuesday,Motorcycle,Fixed Object,,MOUNT AUBURN ST,Dewolfe St,"MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.3710785,-71.1161194,"(42.3710785, -71.1161194)"
32533,08/13/2014 10:21:00 AM,Wednesday,Auto,Pedestrian,1146,Cambridge St,Norfolk St,"1146 Cambridge St Cambridge, MA",42.3731422,-71.0963135,"(42.3731422, -71.0963135)"
32535,08/13/2014 06:48:00 PM,Wednesday,Auto,Taxi,,Rogers St,FIRST ST,"Rogers St & FIRST ST Cambridge, MA",42.3658791,-71.0780334,"(42.3658791, -71.0780334)"
32536,08/13/2014 07:06:00 PM,Wednesday,Auto,Auto,,Cambridge St,Dana St,"Cambridge St & Dana St Cambridge, MA",42.374527,-71.1070328,"(42.374527, -71.1070328)"
32537,08/13/2014 08:18:00 PM,Wednesday,Auto,Auto,355,Binney St,,"355 Binney St Cambridge, MA",0,0,"(0, 0)"
32538,08/13/2014 09:45:00 PM,Wednesday,Auto,Auto,,Sidney St,Chestnut St,"Sidney St & Chestnut St Cambridge, MA",42.3558922,-71.1075134,"(42.3558922, -71.1075134)"
32539,08/14/2014 08:00:00 AM,Thursday,Auto,Auto,,Putnam Ave,Callender St,"Putnam Ave & Callender St Cambridge, MA",42.3655853,-71.113678,"(42.3655853, -71.113678)"
32540,08/14/2014 08:50:00 AM,Thursday,Truck,Fixed Object,,Concord Ave,FAYERWEATHER ST,"Concord Ave & FAYERWEATHER ST Cambridge, MA",42.3845901,-71.1357956,"(42.3845901, -71.1357956)"
32541,08/13/2014 02:20:00 PM,Wednesday,Auto,Auto,2222,Massachusetts Ave,,"2222 Massachusetts Ave Cambridge, MA",42.3936462,-71.12603,"(42.3936462, -71.12603)"
32542,08/15/2014 08:27:00 AM,Friday,Auto,Parked Vehicle,953,Cambridge St,,"953 Cambridge St Cambridge, MA",42.3726501,-71.0925293,"(42.3726501, -71.0925293)"
32543,08/14/2014 06:45:00 PM,Thursday,Auto,Parked Vehicle,,Webster Ave,,"Webster Ave Cambridge, MA",0,0,"(0, 0)"
32544,08/14/2014 04:54:00 PM,Thursday,Auto,Auto,,HARVARD BRDG,HANCOCK ST,"HARVARD BRDG & HANCOCK ST Cambridge, MA",0,0,"(0, 0)"
32545,08/14/2014 08:57:00 AM,Thursday,Auto,Bicycle,,Norfolk St,,"Norfolk St Cambridge, MA",0,0,"(0, 0)"
32546,08/15/2014 01:33:00 AM,Friday,Auto,Fixed Object,33,HARDING ST,Cambridge St,"33 HARDING ST Cambridge, MA",42.3733559,-71.0904388,"(42.3733559, -71.0904388)"
32548,08/15/2014 11:36:00 AM,Friday,Auto,Parked Vehicle,37,Bishop Allen Dr,,"37 Bishop Allen Dr Cambridge, MA",42.3641701,-71.0995026,"(42.3641701, -71.0995026)"
32549,08/15/2014 11:41:00 AM,Friday,Auto,Auto,143,Albany St,,"143 Albany St Cambridge, MA",42.3602295,-71.0973892,"(42.3602295, -71.0973892)"
32550,08/15/2014 04:25:00 PM,Friday,Auto,Auto,163,MOUNT AUBURN ST,,"163 MOUNT AUBURN ST Cambridge, MA",42.3744164,-71.1262436,"(42.3744164, -71.1262436)"
32552,08/16/2014 11:45:00 AM,Saturday,Auto,Auto,33,MAGAZINE ST,,"33 MAGAZINE ST Cambridge, MA",42.3635292,-71.1062241,"(42.3635292, -71.1062241)"
32553,08/16/2014 05:32:00 PM,Saturday,Auto,Auto,,Massachusetts Ave,Peabody St,"Massachusetts Ave & Peabody St Cambridge, MA",42.3740692,-71.1188354,"(42.3740692, -71.1188354)"
32554,08/16/2014 07:18:00 PM,Saturday,Auto,Pedestrian,,Broadway,ELLERY ST,"Broadway & ELLERY ST Cambridge, MA",42.3727531,-71.109726,"(42.3727531, -71.109726)"
32555,08/16/2014 09:42:00 PM,Saturday,Auto,Auto,,Bishop Allen Dr,DOUGLASS ST,"Bishop Allen Dr & DOUGLASS ST Cambridge, MA",42.3646851,-71.1003571,"(42.3646851, -71.1003571)"
32556,08/17/2014 03:38:00 PM,Sunday,Auto,Parked Vehicle,148,FIFTH ST,Charles St,"148 FIFTH ST Cambridge, MA",42.3686867,-71.083786,"(42.3686867, -71.083786)"
32557,08/17/2014 09:21:00 PM,Sunday,Auto,Bicycle,,Brookline St,Franklin St,"Brookline St & Franklin St Cambridge, MA",42.3628693,-71.1024323,"(42.3628693, -71.1024323)"
32558,08/18/2014 12:15:00 AM,Monday,Auto,Auto,,Western Ave,HOWARD ST,"Western Ave & HOWARD ST Cambridge, MA",42.3647499,-71.1107712,"(42.3647499, -71.1107712)"
32560,08/18/2014 07:15:00 PM,Monday,Auto,Auto,,Cambridge St,Hampshire St,"Cambridge St & Hampshire St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)"
32561,08/18/2014 01:00:00 PM,Monday,Auto,Auto,,Massachusetts Ave,Fresh Pond Ln,"Massachusetts Ave & Fresh Pond Ln Cambridge, MA",0,0,"(0, 0)"
32562,08/18/2014 05:33:00 PM,Monday,Auto,Bicycle,,MOUNT AUBURN ST,HAWTHORNE ST,"MOUNT AUBURN ST & HAWTHORNE ST Cambridge, MA",42.3744316,-71.1264191,"(42.3744316, -71.1264191)"
32563,08/18/2014 11:12:00 PM,Monday,Auto,Bicycle,,Appian Way,Brattle St,"Appian Way & Brattle St Cambridge, MA",42.374855,-71.122345,"(42.374855, -71.122345)"
32564,08/19/2014 12:00:00 AM,Tuesday,Auto,Auto,19,GARDEN ST,,"19 GARDEN ST Cambridge, MA",42.3773193,-71.1228714,"(42.3773193, -71.1228714)"
32565,08/19/2014 11:08:00 AM,Tuesday,Auto,Auto,,Ash St,Acacia St,"Ash St & Acacia St Cambridge, MA",42.3751297,-71.1247787,"(42.3751297, -71.1247787)"
32566,08/19/2014 02:10:00 PM,Tuesday,Auto,Auto,9,ELLERY ST,,"9 ELLERY ST Cambridge, MA",42.3696136,-71.1118317,"(42.3696136, -71.1118317)"
32567,08/19/2014 11:15:00 AM,Tuesday,Auto,Auto,,Cardinal Medeiros Ave,Bristol St,"Cardinal Medeiros Ave & Bristol St Cambridge, MA",42.3677368,-71.0909576,"(42.3677368, -71.0909576)"
32568,08/19/2014 06:10:00 PM,Tuesday,Auto,Auto,,Callender St,Magee St,"Callender St & Magee St Cambridge, MA",42.3653259,-71.1115646,"(42.3653259, -71.1115646)"
32569,08/19/2014 07:14:00 PM,Tuesday,Auto,Bicycle,17-1,Lilac Ct,Cardinal Medeiros Ave,"17-1 Lilac Ct Cambridge, MA",42.3674355,-71.0916443,"(42.3674355, -71.0916443)"
32570,08/19/2014 09:21:00 PM,Tuesday,Auto,Fixed Object,33,Chilton St,HURON AVE,"33 Chilton St Cambridge, MA",42.3820267,-71.1381302,"(42.3820267, -71.1381302)"
32571,08/15/2014 06:23:00 PM,Friday,Auto,Auto,,Gore St,SEVENTH ST,"Gore St & SEVENTH ST Cambridge, MA",42.3725586,-71.0851364,"(42.3725586, -71.0851364)"
32573,08/20/2014 02:45:00 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Sidney St,"Massachusetts Ave & Sidney St Cambridge, MA",42.3629494,-71.0995789,"(42.3629494, -71.0995789)"
32574,08/20/2014 10:41:00 PM,Wednesday,Auto,Auto,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.3895264,-71.1426163,"(42.3895264, -71.1426163)"
32575,08/20/2014 09:40:00 AM,Wednesday,Auto,Fixed Object,863,Massachusetts Ave,,"863 Massachusetts Ave Cambridge, MA",42.3675575,-71.1072464,"(42.3675575, -71.1072464)"
32576,08/21/2014 05:06:00 PM,Thursday,Auto,Auto,40,Brattle St,,"40 Brattle St Cambridge, MA",42.37323,-71.1207733,"(42.37323, -71.1207733)"
32577,08/21/2014 09:40:00 PM,Thursday,Auto,Auto,113,MOUNT AUBURN ST,,"113 MOUNT AUBURN ST Cambridge, MA",42.3730011,-71.1219711,"(42.3730011, -71.1219711)"
32578,08/21/2014 10:54:00 PM,Thursday,Auto,Pedestrian,,Cambridge St,LEONARD AVE,"Cambridge St & LEONARD AVE Cambridge, MA",42.3743858,-71.1059113,"(42.3743858, -71.1059113)"
